itemname,itemid,charname,charid,locked_sources
Cab. Breeches,27164,Midnightarsal,32,Reforge[gate not met]
Cab. Breeches,27164,Molly,5,Reforge[gate not met]
Cab. Breeches,27164,Nut,16,Reforge[gate not met]
Cab. Breeches,27164,Oopsiepoopsie,27,Reforge[gate not met]
Cab. Breeches,27164,Rirint,4,Reforge[gate not met]
Cab. Breeches,27164,Ririntwo,9,Reforge[gate not met]
Cab. Breeches,27164,Spaz,17,Reforge[gate not met]
Cab. Breeches,27164,Testa,7,Reforge[gate not met]
Cab. Breeches +1,27165,Bent,29,Reforge[gate not met]
Cab. Breeches +1,27165,Corvinos,14,Reforge[gate not met]
Cab. Breeches +1,27165,Eir,6,Reforge[gate not met]
Cab. Breeches +1,27165,Enko,15,Reforge[gate not met]
Cab. Breeches +1,27165,Garvtest,21,Reforge[gate not met]
Cab. Breeches +1,27165,Herdofturtles,22,Reforge[gate not met]
Cab. Breeches +1,27165,Lantyisstuck,26,Reforge[gate not met]
Cab. Breeches +1,27165,Midnightarsal,32,Reforge[gate not met]
Cab. Breeches +1,27165,Molly,5,Reforge[gate not met]
Cab. Breeches +1,27165,Nut,16,Reforge[gate not met]
Cab. Breeches +1,27165,Oopsiepoopsie,27,Reforge[gate not met]
Cab. Breeches +1,27165,Rirint,4,Reforge[gate not met]
Cab. Breeches +1,27165,Ririntwo,9,Reforge[gate not met]
Cab. Breeches +1,27165,Spaz,17,Reforge[gate not met]
Cab. Breeches +1,27165,Testa,7,Reforge[gate not met]
Cab. Breeches +2,23270,Bent,29,Reforge[gate not met]
Cab. Breeches +2,23270,Corvinos,14,Reforge[gate not met]
Cab. Breeches +2,23270,Eir,6,Reforge[gate not met]
Cab. Breeches +2,23270,Enko,15,Reforge[gate not met]
Cab. Breeches +2,23270,Garvtest,21,Reforge[gate not met]
Cab. Breeches +2,23270,Herdofturtles,22,Reforge[gate not met]
Cab. Breeches +2,23270,Lantyisstuck,26,Reforge[gate not met]
Cab. Breeches +2,23270,Midnightarsal,32,Reforge[gate not met]
Cab. Breeches +2,23270,Molly,5,Reforge[gate not met]
Cab. Breeches +2,23270,Nut,16,Reforge[gate not met]
Cab. Breeches +2,23270,Oopsiepoopsie,27,Reforge[gate not met]
Cab. Breeches +2,23270,Rirint,4,Reforge[gate not met]
Cab. Breeches +2,23270,Ririntwo,9,Reforge[gate not met]
Cab. Breeches +2,23270,Spaz,17,Reforge[gate not met]
Cab. Breeches +2,23270,Testa,7,Reforge[gate not met]
Cab. Breeches +3,23605,Bent,29,Reforge[gate not met]
Cab. Breeches +3,23605,Corvinos,14,Reforge[gate not met]
Cab. Breeches +3,23605,Eir,6,Reforge[gate not met]
Cab. Breeches +3,23605,Enko,15,Reforge[gate not met]
Cab. Breeches +3,23605,Garvtest,21,Reforge[gate not met]
Cab. Breeches +3,23605,Herdofturtles,22,Reforge[gate not met]
Cab. Breeches +3,23605,Lantyisstuck,26,Reforge[gate not met]
Cab. Breeches +3,23605,Midnightarsal,32,Reforge[gate not met]
Cab. Breeches +3,23605,Molly,5,Reforge[gate not met]
Cab. Breeches +3,23605,Nut,16,Reforge[gate not met]
Cab. Breeches +3,23605,Oopsiepoopsie,27,Reforge[gate not met]
Cab. Breeches +3,23605,Rirint,4,Reforge[gate not met]
Cab. Breeches +3,23605,Ririntwo,9,Reforge[gate not met]
Cab. Breeches +3,23605,Spaz,17,Reforge[gate not met]
Cab. Breeches +3,23605,Testa,7,Reforge[gate not met]
Cab. Coronet,26636,Bent,29,Reforge[gate not met]
Cab. Coronet,26636,Corvinos,14,Reforge[gate not met]
Cab. Coronet,26636,Eir,6,Reforge[gate not met]
Cab. Coronet,26636,Enko,15,Reforge[gate not met]
Cab. Coronet,26636,Garvtest,21,Reforge[gate not met]
Cab. Coronet,26636,Herdofturtles,22,Reforge[gate not met]
Cab. Coronet,26636,Lantyisstuck,26,Reforge[gate not met]
Cab. Coronet,26636,Midnightarsal,32,Reforge[gate not met]
Cab. Coronet,26636,Molly,5,Reforge[gate not met]
Cab. Coronet,26636,Nut,16,Reforge[gate not met]
Cab. Coronet,26636,Oopsiepoopsie,27,Reforge[gate not met]
Cab. Coronet,26636,Rirint,4,Reforge[gate not met]
Cab. Coronet,26636,Ririntwo,9,Reforge[gate not met]
Cab. Coronet,26636,Spaz,17,Reforge[gate not met]
Cab. Coronet,26636,Testa,7,Reforge[gate not met]
Cab. Coronet +1,26637,Bent,29,Reforge[gate not met]
Cab. Coronet +1,26637,Corvinos,14,Reforge[gate not met]
Cab. Coronet +1,26637,Eir,6,Reforge[gate not met]
Cab. Coronet +1,26637,Enko,15,Reforge[gate not met]
Cab. Coronet +1,26637,Garvtest,21,Reforge[gate not met]
Cab. Coronet +1,26637,Herdofturtles,22,Reforge[gate not met]
Cab. Coronet +1,26637,Lantyisstuck,26,Reforge[gate not met]
Cab. Coronet +1,26637,Midnightarsal,32,Reforge[gate not met]
Cab. Coronet +1,26637,Molly,5,Reforge[gate not met]
Cab. Coronet +1,26637,Nut,16,Reforge[gate not met]
Cab. Coronet +1,26637,Oopsiepoopsie,27,Reforge[gate not met]
Cab. Coronet +1,26637,Rirint,4,Reforge[gate not met]
Cab. Coronet +1,26637,Ririntwo,9,Reforge[gate not met]
Cab. Coronet +1,26637,Spaz,17,Reforge[gate not met]
Cab. Coronet +1,26637,Testa,7,Reforge[gate not met]
Cab. Coronet +2,23069,Bent,29,Reforge[gate not met]
Cab. Coronet +2,23069,Corvinos,14,Reforge[gate not met]
Cab. Coronet +2,23069,Eir,6,Reforge[gate not met]
Cab. Coronet +2,23069,Enko,15,Reforge[gate not met]
Cab. Coronet +2,23069,Garvtest,21,Reforge[gate not met]
Cab. Coronet +2,23069,Herdofturtles,22,Reforge[gate not met]
Cab. Coronet +2,23069,Lantyisstuck,26,Reforge[gate not met]
Cab. Coronet +2,23069,Midnightarsal,32,Reforge[gate not met]
Cab. Coronet +2,23069,Molly,5,Reforge[gate not met]
Cab. Coronet +2,23069,Nut,16,Reforge[gate not met]
Cab. Coronet +2,23069,Oopsiepoopsie,27,Reforge[gate not met]
Cab. Coronet +2,23069,Rirint,4,Reforge[gate not met]
Cab. Coronet +2,23069,Ririntwo,9,Reforge[gate not met]
Cab. Coronet +2,23069,Spaz,17,Reforge[gate not met]
Cab. Coronet +2,23069,Testa,7,Reforge[gate not met]
Cab. Coronet +3,23404,Bent,29,Reforge[gate not met]
Cab. Coronet +3,23404,Corvinos,14,Reforge[gate not met]
Cab. Coronet +3,23404,Eir,6,Reforge[gate not met]
Cab. Coronet +3,23404,Enko,15,Reforge[gate not met]
Cab. Coronet +3,23404,Garvtest,21,Reforge[gate not met]
Cab. Coronet +3,23404,Herdofturtles,22,Reforge[gate not met]
Cab. Coronet +3,23404,Lantyisstuck,26,Reforge[gate not met]
Cab. Coronet +3,23404,Midnightarsal,32,Reforge[gate not met]
Cab. Coronet +3,23404,Molly,5,Reforge[gate not met]
Cab. Coronet +3,23404,Nut,16,Reforge[gate not met]
Cab. Coronet +3,23404,Oopsiepoopsie,27,Reforge[gate not met]
Cab. Coronet +3,23404,Rirint,4,Reforge[gate not met]
Cab. Coronet +3,23404,Ririntwo,9,Reforge[gate not met]
Cab. Coronet +3,23404,Spaz,17,Reforge[gate not met]
Cab. Coronet +3,23404,Testa,7,Reforge[gate not met]
Cab. Gauntlets,26988,Bent,29,Reforge[gate not met]
Cab. Gauntlets,26988,Corvinos,14,Reforge[gate not met]
Cab. Gauntlets,26988,Eir,6,Reforge[gate not met]
Cab. Gauntlets,26988,Enko,15,Reforge[gate not met]
Cab. Gauntlets,26988,Garvtest,21,Reforge[gate not met]
Cab. Gauntlets,26988,Herdofturtles,22,Reforge[gate not met]
Cab. Gauntlets,26988,Lantyisstuck,26,Reforge[gate not met]
Cab. Gauntlets,26988,Midnightarsal,32,Reforge[gate not met]
Cab. Gauntlets,26988,Molly,5,Reforge[gate not met]
Cab. Gauntlets,26988,Nut,16,Reforge[gate not met]
Cab. Gauntlets,26988,Oopsiepoopsie,27,Reforge[gate not met]
Cab. Gauntlets,26988,Rirint,4,Reforge[gate not met]
Cab. Gauntlets,26988,Ririntwo,9,Reforge[gate not met]
Cab. Gauntlets,26988,Spaz,17,Reforge[gate not met]
Cab. Gauntlets,26988,Testa,7,Reforge[gate not met]
Cab. Gauntlets +1,26989,Bent,29,Reforge[gate not met]
Cab. Gauntlets +1,26989,Corvinos,14,Reforge[gate not met]
Cab. Gauntlets +1,26989,Eir,6,Reforge[gate not met]
Cab. Gauntlets +1,26989,Enko,15,Reforge[gate not met]
Cab. Gauntlets +1,26989,Garvtest,21,Reforge[gate not met]
Cab. Gauntlets +1,26989,Herdofturtles,22,Reforge[gate not met]
Cab. Gauntlets +1,26989,Lantyisstuck,26,Reforge[gate not met]
Cab. Gauntlets +1,26989,Midnightarsal,32,Reforge[gate not met]
Cab. Gauntlets +1,26989,Molly,5,Reforge[gate not met]
Cab. Gauntlets +1,26989,Nut,16,Reforge[gate not met]
Cab. Gauntlets +1,26989,Oopsiepoopsie,27,Reforge[gate not met]
Cab. Gauntlets +1,26989,Rirint,4,Reforge[gate not met]
Cab. Gauntlets +1,26989,Ririntwo,9,Reforge[gate not met]
Cab. Gauntlets +1,26989,Spaz,17,Reforge[gate not met]
Cab. Gauntlets +1,26989,Testa,7,Reforge[gate not met]
Cab. Gauntlets +2,23203,Bent,29,Reforge[gate not met]
Cab. Gauntlets +2,23203,Corvinos,14,Reforge[gate not met]
Cab. Gauntlets +2,23203,Eir,6,Reforge[gate not met]
Cab. Gauntlets +2,23203,Enko,15,Reforge[gate not met]
Cab. Gauntlets +2,23203,Garvtest,21,Reforge[gate not met]
Cab. Gauntlets +2,23203,Herdofturtles,22,Reforge[gate not met]
Cab. Gauntlets +2,23203,Lantyisstuck,26,Reforge[gate not met]
Cab. Gauntlets +2,23203,Midnightarsal,32,Reforge[gate not met]
Cab. Gauntlets +2,23203,Molly,5,Reforge[gate not met]
Cab. Gauntlets +2,23203,Nut,16,Reforge[gate not met]
Cab. Gauntlets +2,23203,Oopsiepoopsie,27,Reforge[gate not met]
Cab. Gauntlets +2,23203,Rirint,4,Reforge[gate not met]
Cab. Gauntlets +2,23203,Ririntwo,9,Reforge[gate not met]
Cab. Gauntlets +2,23203,Spaz,17,Reforge[gate not met]
Cab. Gauntlets +2,23203,Testa,7,Reforge[gate not met]
Cab. Gauntlets +3,23538,Bent,29,Reforge[gate not met]
Cab. Gauntlets +3,23538,Corvinos,14,Reforge[gate not met]
Cab. Gauntlets +3,23538,Eir,6,Reforge[gate not met]
Cab. Gauntlets +3,23538,Enko,15,Reforge[gate not met]
Cab. Gauntlets +3,23538,Garvtest,21,Reforge[gate not met]
Cab. Gauntlets +3,23538,Herdofturtles,22,Reforge[gate not met]
Cab. Gauntlets +3,23538,Lantyisstuck,26,Reforge[gate not met]
Cab. Gauntlets +3,23538,Midnightarsal,32,Reforge[gate not met]
Cab. Gauntlets +3,23538,Molly,5,Reforge[gate not met]
Cab. Gauntlets +3,23538,Nut,16,Reforge[gate not met]
Cab. Gauntlets +3,23538,Oopsiepoopsie,27,Reforge[gate not met]
Cab. Gauntlets +3,23538,Rirint,4,Reforge[gate not met]
Cab. Gauntlets +3,23538,Ririntwo,9,Reforge[gate not met]
Cab. Gauntlets +3,23538,Spaz,17,Reforge[gate not met]
Cab. Gauntlets +3,23538,Testa,7,Reforge[gate not met]
Cab. Leggings,27340,Bent,29,Reforge[gate not met]
Cab. Leggings,27340,Corvinos,14,Reforge[gate not met]
Cab. Leggings,27340,Eir,6,Reforge[gate not met]
Cab. Leggings,27340,Enko,15,Reforge[gate not met]
Cab. Leggings,27340,Garvtest,21,Reforge[gate not met]
Cab. Leggings,27340,Herdofturtles,22,Reforge[gate not met]
Cab. Leggings,27340,Lantyisstuck,26,Reforge[gate not met]
Cab. Leggings,27340,Midnightarsal,32,Reforge[gate not met]
Cab. Leggings,27340,Molly,5,Reforge[gate not met]
Cab. Leggings,27340,Nut,16,Reforge[gate not met]
Cab. Leggings,27340,Oopsiepoopsie,27,Reforge[gate not met]
Cab. Leggings,27340,Rirint,4,Reforge[gate not met]
Cab. Leggings,27340,Ririntwo,9,Reforge[gate not met]
Cab. Leggings,27340,Spaz,17,Reforge[gate not met]
Cab. Leggings,27340,Testa,7,Reforge[gate not met]
Cab. Leggings +1,27341,Bent,29,Reforge[gate not met]
Cab. Leggings +1,27341,Corvinos,14,Reforge[gate not met]
Cab. Leggings +1,27341,Eir,6,Reforge[gate not met]
Cab. Leggings +1,27341,Enko,15,Reforge[gate not met]
Cab. Leggings +1,27341,Garvtest,21,Reforge[gate not met]
Cab. Leggings +1,27341,Herdofturtles,22,Reforge[gate not met]
Cab. Leggings +1,27341,Lantyisstuck,26,Reforge[gate not met]
Cab. Leggings +1,27341,Midnightarsal,32,Reforge[gate not met]
Cab. Leggings +1,27341,Molly,5,Reforge[gate not met]
Cab. Leggings +1,27341,Nut,16,Reforge[gate not met]
Cab. Leggings +1,27341,Oopsiepoopsie,27,Reforge[gate not met]
Cab. Leggings +1,27341,Rirint,4,Reforge[gate not met]
Cab. Leggings +1,27341,Ririntwo,9,Reforge[gate not met]
Cab. Leggings +1,27341,Spaz,17,Reforge[gate not met]
Cab. Leggings +1,27341,Testa,7,Reforge[gate not met]
Cab. Leggings +2,23337,Bent,29,Reforge[gate not met]
Cab. Leggings +2,23337,Corvinos,14,Reforge[gate not met]
Cab. Leggings +2,23337,Eir,6,Reforge[gate not met]
Cab. Leggings +2,23337,Enko,15,Reforge[gate not met]
Cab. Leggings +2,23337,Garvtest,21,Reforge[gate not met]
Cab. Leggings +2,23337,Herdofturtles,22,Reforge[gate not met]
Cab. Leggings +2,23337,Lantyisstuck,26,Reforge[gate not met]
Cab. Leggings +2,23337,Midnightarsal,32,Reforge[gate not met]
Cab. Leggings +2,23337,Molly,5,Reforge[gate not met]
Cab. Leggings +2,23337,Nut,16,Reforge[gate not met]
Cab. Leggings +2,23337,Oopsiepoopsie,27,Reforge[gate not met]
Cab. Leggings +2,23337,Rirint,4,Reforge[gate not met]
Cab. Leggings +2,23337,Ririntwo,9,Reforge[gate not met]
Cab. Leggings +2,23337,Spaz,17,Reforge[gate not met]
Cab. Leggings +2,23337,Testa,7,Reforge[gate not met]
Cab. Leggings +3,23672,Bent,29,Reforge[gate not met]
Cab. Leggings +3,23672,Corvinos,14,Reforge[gate not met]
Cab. Leggings +3,23672,Eir,6,Reforge[gate not met]
Cab. Leggings +3,23672,Enko,15,Reforge[gate not met]
Cab. Leggings +3,23672,Garvtest,21,Reforge[gate not met]
Cab. Leggings +3,23672,Herdofturtles,22,Reforge[gate not met]
Cab. Leggings +3,23672,Lantyisstuck,26,Reforge[gate not met]
Cab. Leggings +3,23672,Midnightarsal,32,Reforge[gate not met]
Cab. Leggings +3,23672,Molly,5,Reforge[gate not met]
Cab. Leggings +3,23672,Nut,16,Reforge[gate not met]
Cab. Leggings +3,23672,Oopsiepoopsie,27,Reforge[gate not met]
Cab. Leggings +3,23672,Rirint,4,Reforge[gate not met]
Cab. Leggings +3,23672,Ririntwo,9,Reforge[gate not met]
Cab. Leggings +3,23672,Spaz,17,Reforge[gate not met]
Cab. Leggings +3,23672,Testa,7,Reforge[gate not met]
Cab. Surcoat,26812,Bent,29,Reforge[gate not met]
Cab. Surcoat,26812,Corvinos,14,Reforge[gate not met]
Cab. Surcoat,26812,Eir,6,Reforge[gate not met]
Cab. Surcoat,26812,Enko,15,Reforge[gate not met]
Cab. Surcoat,26812,Garvtest,21,Reforge[gate not met]
Cab. Surcoat,26812,Herdofturtles,22,Reforge[gate not met]
Cab. Surcoat,26812,Lantyisstuck,26,Reforge[gate not met]
Cab. Surcoat,26812,Midnightarsal,32,Reforge[gate not met]
Cab. Surcoat,26812,Molly,5,Reforge[gate not met]
Cab. Surcoat,26812,Nut,16,Reforge[gate not met]
Cab. Surcoat,26812,Oopsiepoopsie,27,Reforge[gate not met]
Cab. Surcoat,26812,Rirint,4,Reforge[gate not met]
Cab. Surcoat,26812,Ririntwo,9,Reforge[gate not met]
Cab. Surcoat,26812,Spaz,17,Reforge[gate not met]
Cab. Surcoat,26812,Testa,7,Reforge[gate not met]
Cab. Surcoat +1,26813,Bent,29,Reforge[gate not met]
Cab. Surcoat +1,26813,Corvinos,14,Reforge[gate not met]
Cab. Surcoat +1,26813,Eir,6,Reforge[gate not met]
Cab. Surcoat +1,26813,Enko,15,Reforge[gate not met]
Cab. Surcoat +1,26813,Garvtest,21,Reforge[gate not met]
Cab. Surcoat +1,26813,Herdofturtles,22,Reforge[gate not met]
Cab. Surcoat +1,26813,Lantyisstuck,26,Reforge[gate not met]
Cab. Surcoat +1,26813,Midnightarsal,32,Reforge[gate not met]
Cab. Surcoat +1,26813,Molly,5,Reforge[gate not met]
Cab. Surcoat +1,26813,Nut,16,Reforge[gate not met]
Cab. Surcoat +1,26813,Oopsiepoopsie,27,Reforge[gate not met]
Cab. Surcoat +1,26813,Rirint,4,Reforge[gate not met]
Cab. Surcoat +1,26813,Ririntwo,9,Reforge[gate not met]
Cab. Surcoat +1,26813,Spaz,17,Reforge[gate not met]
Cab. Surcoat +1,26813,Testa,7,Reforge[gate not met]
Cab. Surcoat +2,23136,Bent,29,Reforge[gate not met]
Cab. Surcoat +2,23136,Corvinos,14,Reforge[gate not met]
Cab. Surcoat +2,23136,Eir,6,Reforge[gate not met]
Cab. Surcoat +2,23136,Enko,15,Reforge[gate not met]
Cab. Surcoat +2,23136,Garvtest,21,Reforge[gate not met]
Cab. Surcoat +2,23136,Herdofturtles,22,Reforge[gate not met]
Cab. Surcoat +2,23136,Lantyisstuck,26,Reforge[gate not met]
Cab. Surcoat +2,23136,Midnightarsal,32,Reforge[gate not met]
Cab. Surcoat +2,23136,Molly,5,Reforge[gate not met]
Cab. Surcoat +2,23136,Nut,16,Reforge[gate not met]
Cab. Surcoat +2,23136,Oopsiepoopsie,27,Reforge[gate not met]
Cab. Surcoat +2,23136,Rirint,4,Reforge[gate not met]
Cab. Surcoat +2,23136,Ririntwo,9,Reforge[gate not met]
Cab. Surcoat +2,23136,Spaz,17,Reforge[gate not met]
Cab. Surcoat +2,23136,Testa,7,Reforge[gate not met]
Cab. Surcoat +3,23471,Bent,29,Reforge[gate not met]
Cab. Surcoat +3,23471,Corvinos,14,Reforge[gate not met]
Cab. Surcoat +3,23471,Eir,6,Reforge[gate not met]
Cab. Surcoat +3,23471,Enko,15,Reforge[gate not met]
Cab. Surcoat +3,23471,Garvtest,21,Reforge[gate not met]
Cab. Surcoat +3,23471,Herdofturtles,22,Reforge[gate not met]
Cab. Surcoat +3,23471,Lantyisstuck,26,Reforge[gate not met]
Cab. Surcoat +3,23471,Midnightarsal,32,Reforge[gate not met]
Cab. Surcoat +3,23471,Molly,5,Reforge[gate not met]
Cab. Surcoat +3,23471,Nut,16,Reforge[gate not met]
Cab. Surcoat +3,23471,Oopsiepoopsie,27,Reforge[gate not met]
Cab. Surcoat +3,23471,Rirint,4,Reforge[gate not met]
Cab. Surcoat +3,23471,Ririntwo,9,Reforge[gate not met]
Cab. Surcoat +3,23471,Spaz,17,Reforge[gate not met]
Cab. Surcoat +3,23471,Testa,7,Reforge[gate not met]
Cabal. Sword,21629,Oopsiepoopsie,27,Crafting[gate not met]
Caballarius Breeches +4,24059,Oopsiepoopsie,27,Divergence +4 Forge[gate not met]
Caballarius Coronet +4,23924,Oopsiepoopsie,27,Divergence +4 Forge[gate not met]
Caballarius Gauntlets +4,24014,Oopsiepoopsie,27,Divergence +4 Forge[gate not met]
Caballarius Leggings +4,24104,Oopsiepoopsie,27,Divergence +4 Forge[gate not met]
Caballarius Surcoat +4,23969,Oopsiepoopsie,27,Divergence +4 Forge[gate not met]
Cacoethic Ring,10770,Oopsiepoopsie,27,Unity Wanted NM[gate not met] | drop:Vermillion Fishfly(Escha ZiTah)[gate not met]
Cacoethic Ring +1,10771,Oopsiepoopsie,27,Unity upgrade[gate not met]
Caecus Grip,19057,Oopsiepoopsie,27,drop:Iku-Turso(Abyssea-Vunkerl)[gate not met]
Cagliostro's Rod,21116,Oopsiepoopsie,27,HTBF[gate not met] | drop:HTBF: Ark Angels 4(Battlefield)[gate not met]
Caitiff's Socks,15324,Oopsiepoopsie,27,drop:Megalobugard(Lufaise Meadows)[gate not met]
Caladbolg,19808,Oopsiepoopsie,27,Weapon Forge[gate not met]
Caladbolg,20747,Oopsiepoopsie,27,Weapon Forge[gate not met]
Caladbolg,20748,Oopsiepoopsie,27,Weapon Forge[gate not met]
Caladbolg,21684,Oopsiepoopsie,27,Weapon Forge[gate not met]
Calamar,16882,Oopsiepoopsie,27,drop:Pahh the Gullcaller(Sea Serpent Grotto)[gate not met]
Calamitous Earring,28476,Oopsiepoopsie,27,Geas Fete[gate not met]
Calcitrant Stole,10937,Bent,29,Gear Vendor[need HL_Tier>=1]
Calcitrant Stole,10937,Corvinos,14,Gear Vendor[need HL_Tier>=1]
Calcitrant Stole,10937,Eir,6,Gear Vendor[need HL_Tier>=1]
Calcitrant Stole,10937,Lantyisstuck,26,Gear Vendor[need HL_Tier>=1]
Calcitrant Stole,10937,Midnightarsal,32,Gear Vendor[need HL_Tier>=1]
Calcitrant Stole,10937,Molly,5,Gear Vendor[need HL_Tier>=1]
Calcitrant Stole,10937,Nut,16,Gear Vendor[need HL_Tier>=1]
Calcitrant Stole,10937,Oopsiepoopsie,27,Gear Vendor[need HL_Tier>=1]
Calcitrant Stole,10937,Rirint,4,Gear Vendor[need HL_Tier>=1]
Calcitrant Stole,10937,Ririntwo,9,Gear Vendor[need HL_Tier>=1]
Calcitrant Stole,10937,Spaz,17,Gear Vendor[need HL_Tier>=1]
Calcitrant Stole,10937,Testa,7,Gear Vendor[need HL_Tier>=1]
Caliburnus,21646,Bent,29,Prime Armory[gate not met]
Caliburnus,21646,Corvinos,14,Prime Armory[gate not met]
Caliburnus,21646,Duffaluffagus,13,Prime Armory[gate not met]
Caliburnus,21646,Eir,6,Prime Armory[gate not met]
Caliburnus,21646,Enko,15,Prime Armory[gate not met]
Caliburnus,21646,Garvtest,21,Prime Armory[gate not met]
Caliburnus,21646,Herdofturtles,22,Prime Armory[gate not met]
Caliburnus,21646,Lantyisstuck,26,Prime Armory[gate not met]
Caliburnus,21646,Midnightarsal,32,Prime Armory[gate not met]
Caliburnus,21646,Molly,5,Prime Armory[gate not met]
Caliburnus,21646,Nut,16,Prime Armory[gate not met]
Caliburnus,21646,Oopsiepoopsie,27,Prime Armory[gate not met]
Caliburnus,21646,Rirint,4,Prime Armory[gate not met]
Caliburnus,21646,Ririntwo,9,Prime Armory[gate not met]
Caliburnus,21646,Ropraz,18,Prime Armory[gate not met]
Caliburnus,21646,Spaz,17,Prime Armory[gate not met]
Caliburnus,21646,Testa,7,Prime Armory[gate not met]
Caliburnus,21646,Thanos,20,Prime Armory[gate not met]
Caller's Earring,11717,Oopsiepoopsie,27,drop:Awahondo(Abyssea-Uleguerand)[gate not met]
Caller's Pendant,11619,Oopsiepoopsie,27,drop:Ironclad Severer(Abyssea-Misareaux)[gate not met]
Caller's Sash,11739,Oopsiepoopsie,27,drop:Tonberry Lieje(Abyssea-Konschtat)[gate not met]
Caloyer Cape,16247,Oopsiepoopsie,27,drop:Fleshgnasher(Castle Oztroja [S])[gate not met]
Calved Claws,20529,Oopsiepoopsie,27,HTBF[gate not met] | drop:HTBF: Trial By Ice(Battlefield)[gate not met]
Cama. Shield,28659,Bent,29,Gear Vendor[need HL_Tier>=1]
Cama. Shield,28659,Corvinos,14,Gear Vendor[need HL_Tier>=1]
Cama. Shield,28659,Eir,6,Gear Vendor[need HL_Tier>=1]
Cama. Shield,28659,Lantyisstuck,26,Gear Vendor[need HL_Tier>=1]
Cama. Shield,28659,Midnightarsal,32,Gear Vendor[need HL_Tier>=1]
Cama. Shield,28659,Molly,5,Gear Vendor[need HL_Tier>=1]
Cama. Shield,28659,Nut,16,Gear Vendor[need HL_Tier>=1]
Cama. Shield,28659,Oopsiepoopsie,27,Gear Vendor[need HL_Tier>=1]
Cama. Shield,28659,Rirint,4,Gear Vendor[need HL_Tier>=1]
Cama. Shield,28659,Ririntwo,9,Gear Vendor[need HL_Tier>=1]
Cama. Shield,28659,Spaz,17,Gear Vendor[need HL_Tier>=1]
Cama. Shield,28659,Testa,7,Gear Vendor[need HL_Tier>=1]
Campestress Cape,26260,Bent,29,Gear Vendor[need Infamy_Lifetime>=4000]
Campestress Cape,26260,Corvinos,14,Gear Vendor[need Infamy_Lifetime>=4000]
Campestress Cape,26260,Duffaluffagus,13,Gear Vendor[need Infamy_Lifetime>=4000]
Campestress Cape,26260,Eir,6,Gear Vendor[need Infamy_Lifetime>=4000]
Campestress Cape,26260,Enko,15,Gear Vendor[need Infamy_Lifetime>=4000]
Campestress Cape,26260,Garvtest,21,Gear Vendor[need Infamy_Lifetime>=4000]
Campestress Cape,26260,Herdofturtles,22,Gear Vendor[need Infamy_Lifetime>=4000]
Campestress Cape,26260,Lantyisstuck,26,Gear Vendor[need Infamy_Lifetime>=4000]
Campestress Cape,26260,Midnightarsal,32,Gear Vendor[need Infamy_Lifetime>=4000]
Campestress Cape,26260,Molly,5,Gear Vendor[need Infamy_Lifetime>=4000]
Campestress Cape,26260,Nut,16,Gear Vendor[need Infamy_Lifetime>=4000]
Campestress Cape,26260,Oopsiepoopsie,27,Gear Vendor[need Infamy_Lifetime>=4000]
Campestress Cape,26260,Rirint,4,Gear Vendor[need Infamy_Lifetime>=4000]
Campestress Cape,26260,Ririntwo,9,Gear Vendor[need Infamy_Lifetime>=4000]
Campestress Cape,26260,Ropraz,18,Gear Vendor[need Infamy_Lifetime>=4000]
Campestress Cape,26260,Souls,12,Gear Vendor[need Infamy_Lifetime>=4000]
